Date,Year,Time,Day_of_Week,Barangay,Latitude,Longitude,Weather,Crime_Type,Crime_Cause,Severity,Arrests,Response_Time,Incident_Duration
15/08/2024,2024,2:01,Tuesday,San Mateo (Imok),14.076522,121.272028,Sunny,Vandalism,Opportunistic,Low,0,20,112
07/09/2023,2023,2:08,Monday,IV-C,14.055665,121.367469,Cloudy,Vandalism,Unemployment,Low,2,24,42
23/05/2022,2022,11:45,Monday,Dolores,14.056304,121.357475,Cloudy,Vandalism,Mental Health,High,2,9,85
03/03/2025,2025,7:28,Friday,VI-E (YMCA),14.088987,121.313441,Cloudy,Theft,Domestic Issue,Low,1,13,55
17/11/2021,2021,5:11,Saturday,I-B (City Sub Riverside),14.024752,121.292227,Foggy,Assault,Poverty,Low,1,14,24
30/12/2021,2021,12:41,Monday,II-D (Bulante),14.095033,121.348509,Stormy,Other,Personal Dispute,Low,0,25,39
24/10/2024,2024,11:12,Friday,III-A (Hermanos Belen),14.077227,121.271009,Rainy,Harassment,Unemployment,Low,0,17,34
17/08/2025,2025,15:34,Sunday,San Miguel (Balatuin),14.032709,121.278378,Stormy,Other,Poverty,High,3,27,21
12/01/2025,2025,12:21,Monday,Del Remedio (Wawa),14.012624,121.333194,Stormy,Burglary,Drugs,High,2,16,70
19/09/2024,2024,22:04,Friday,San Marcos (Tikew),14.028094,121.32998,Stormy,Drug-Related,Poverty,High,2,20,15
26/08/2023,2023,20:29,Friday,San Nicolas (Mag-ampon),14.082005,121.36199,Foggy,Vandalism,Unemployment,High,0,11,17
16/12/2025,2025,11:52,Thursday,San Ignacio,14.073347,121.294003,Cloudy,Domestic Violence,Unemployment,Low,3,11,27
18/02/2024,2024,8:38,Friday,San Buenaventura (Palakpakin),14.070239,121.271079,Foggy,Robbery,Mental Health,High,1,27,49
14/07/2024,2024,21:55,Sunday,V-D,14.084897,121.338901,Rainy,Drug-Related,Other,Low,3,29,31
17/04/2024,2024,13:17,Tuesday,Santa Maria Magdalena (Boe / Kuba),14.082018,121.289289,Stormy,Drug-Related,Opportunistic,Low,1,22,52
06/06/2020,2020,7:10,Tuesday,I-A (Sambat),14.053697,121.348533,Foggy,Theft,Unemployment,Low,1,20,116
11/03/2021,2021,7:48,Tuesday,San Nicolas (Mag-ampon),14.078453,121.329634,Cloudy,Assault,Gang Activity,Low,0,28,66
29/08/2025,2025,10:09,Sunday,Santa Cruz (Putol),14.100824,121.284474,Cloudy,Robbery,Personal Dispute,Low,2,19,41
30/11/2024,2024,8:53,Tuesday,V-C,14.109272,121.291172,Sunny,Vandalism,Mental Health,High,2,29,119
30/03/2020,2020,8:11,Wednesday,San Bartolome (Matang-ag),14.052729,121.364462,Sunny,Vandalism,Gang Activity,Medium,3,30,51
18/06/2025,2025,16:07,Saturday,Santa Monica,14.038918,121.327598,Sunny,Burglary,Other,High,3,23,93
11/12/2025,2025,9:56,Friday,Del Remedio (Wawa),14.039189,121.337199,Foggy,Theft,Personal Dispute,High,2,10,94
02/07/2023,2023,3:00,Tuesday,VII-A (P.Alcantara),14.01866,121.27821,Stormy,Vandalism,Alcohol,High,3,18,76
23/07/2022,2022,19:16,Monday,Santa Maria,14.043098,121.290268,Stormy,Drug-Related,Poverty,Medium,3,16,83
27/09/2025,2025,22:15,Sunday,V-A,14.074293,121.279821,Cloudy,Harassment,Personal Dispute,Low,0,21,76
04/07/2021,2021,3:44,Thursday,San Gabriel (Butucan),14.011775,121.366024,Cloudy,Domestic Violence,Gang Activity,Low,2,11,50
29/12/2022,2022,7:00,Thursday,VI-E (YMCA),14.025245,121.287201,Sunny,Fraud,Gang Activity,High,3,28,57
15/09/2021,2021,7:27,Tuesday,San Lucas 1 (Malinaw),14.070383,121.280611,Foggy,Domestic Violence,Opportunistic,High,0,14,106
06/01/2024,2024,17:29,Thursday,III-E,14.071041,121.329279,Cloudy,Fraud,Alcohol,High,2,30,56
16/09/2020,2020,3:29,Sunday,San Gregorio,14.069097,121.35404,Foggy,Domestic Violence,Mental Health,Low,0,11,73
22/06/2024,2024,17:30,Monday,Santa Monica,14.048398,121.34165,Foggy,Other,Mental Health,High,3,20,68
12/12/2025,2025,19:25,Tuesday,II-E (San Anton),14.09299,121.336772,Sunny,Other,Unemployment,High,2,19,98
12/07/2023,2023,10:04,Sunday,San Vicente,14.031688,121.307543,Cloudy,Fraud,Opportunistic,High,0,13,93
09/11/2021,2021,7:49,Tuesday,VI-B (Sabang Mabini),14.026909,121.336998,Foggy,Vandalism,Gang Activity,Medium,1,19,55
20/06/2024,2024,19:44,Friday,San Pedro,14.088634,121.290781,Sunny,Drug-Related,Poverty,Medium,0,17,46
23/02/2024,2024,20:37,Wednesday,II-E (San Anton),14.108937,121.290945,Foggy,Theft,Drugs,High,3,6,119
20/08/2020,2020,7:33,Sunday,San Jose (Malamig),14.100021,121.327549,Cloudy,Harassment,Alcohol,Low,2,28,83
19/05/2025,2025,12:26,Wednesday,VII-C,14.016722,121.367576,Foggy,Burglary,Alcohol,Low,0,14,92
28/12/2024,2024,7:09,Saturday,VI-B (Sabang Mabini),14.077629,121.357806,Foggy,Domestic Violence,Personal Dispute,Low,2,11,116
07/11/2023,2023,7:48,Monday,II-E (San Anton),14.024883,121.328,Foggy,Assault,Domestic Issue,Medium,2,27,96
30/06/2020,2020,18:08,Sunday,Santa Catalina (Sandig),14.058105,121.332812,Rainy,Theft,Domestic Issue,Low,0,12,120
11/07/2024,2024,12:40,Thursday,Santa Isabel,14.059128,121.3433,Foggy,Other,Gang Activity,Low,2,11,18
02/03/2025,2025,9:36,Wednesday,San Cristobal,14.082091,121.367186,Rainy,Drug-Related,Poverty,High,1,19,42
16/07/2024,2024,17:32,Friday,Dolores,14.07192,121.334601,Cloudy,Fraud,Other,Medium,1,5,58
07/05/2023,2023,10:19,Sunday,San Antonio 2 (Sapa),14.015982,121.356403,Cloudy,Other,Personal Dispute,Medium,1,20,48
23/09/2022,2022,14:08,Wednesday,I-C (Bagong Bayan),14.032626,121.293897,Foggy,Fraud,Other,Low,3,21,92
17/10/2020,2020,0:47,Saturday,Concepcion (Bunot),14.019594,121.321397,Cloudy,Burglary,Unemployment,Low,0,24,110
21/01/2022,2022,23:55,Sunday,III-F (Balagtas),14.01708,121.334536,Cloudy,Domestic Violence,Mental Health,Medium,2,13,13
10/08/2024,2024,14:13,Wednesday,Santiago II (Bulaho),14.054893,121.351385,Cloudy,Other,Domestic Issue,Low,2,21,109
17/08/2025,2025,8:00,Monday,Santa Isabel,14.097573,121.362665,Rainy,Fraud,Domestic Issue,Medium,1,5,80
29/08/2022,2022,23:57,Sunday,II-A (Triangulo/ Guadalupe 2),14.039832,121.276314,Sunny,Vandalism,Mental Health,Low,2,11,26
25/07/2025,2025,3:07,Tuesday,Concepcion (Bunot),14.02076,121.340716,Sunny,Burglary,Personal Dispute,High,1,19,11
10/01/2023,2023,4:15,Tuesday,San Jose (Malamig),14.094338,121.285243,Stormy,Domestic Violence,Gang Activity,Medium,2,24,101
12/12/2024,2024,17:53,Thursday,Santa Filomena (Banlagin),14.085041,121.321311,Rainy,Assault,Unemployment,Low,1,27,90
23/05/2025,2025,21:40,Friday,San Gabriel (Butucan),14.073923,121.331346,Sunny,Assault,Poverty,Medium,1,13,39
31/05/2021,2021,7:27,Tuesday,San Juan (Putol),14.0689,121.27113,Sunny,Assault,Gang Activity,Medium,1,19,69
07/06/2024,2024,19:44,Sunday,San Rafael (Buluburan),14.02309,121.313132,Foggy,Burglary,Opportunistic,High,1,20,41
11/12/2023,2023,14:55,Sunday,San Buenaventura (Palakpakin),14.09144,121.284744,Cloudy,Theft,Other,High,3,29,15
13/04/2022,2022,17:44,Tuesday,VII-A (P.Alcantara),14.076988,121.272454,Sunny,Domestic Violence,Poverty,Low,2,14,102
20/07/2020,2020,12:24,Saturday,Atisan,14.067478,121.292945,Cloudy,Burglary,Gang Activity,High,1,20,11
01/05/2023,2023,1:50,Tuesday,II-B (Guadalupe 1),14.108746,121.31153,Sunny,Assault,Personal Dispute,Low,1,23,49
28/03/2022,2022,14:21,Thursday,II-B (Guadalupe 1),14.026929,121.308231,Cloudy,Harassment,Other,Medium,3,20,16
03/03/2021,2021,2:58,Thursday,IV-C,14.085292,121.368511,Foggy,Harassment,Alcohol,High,1,16,26
04/11/2020,2020,12:06,Wednesday,I-B (City Sub Riverside),14.093096,121.273,Sunny,Fraud,Alcohol,High,3,27,101
25/11/2024,2024,19:43,Friday,I-C (Bagong Bayan),14.058084,121.323854,Sunny,Assault,Other,Low,2,24,96
11/04/2020,2020,15:29,Thursday,San Gabriel (Butucan),14.065098,121.339991,Rainy,Domestic Violence,Personal Dispute,Medium,2,5,54
08/03/2022,2022,16:00,Monday,San Lorenzo (Saluyan),14.032163,121.302193,Cloudy,Domestic Violence,Drugs,Medium,2,22,62
24/11/2025,2025,5:17,Tuesday,II-D (Bulante),14.085712,121.337416,Cloudy,Harassment,Unemployment,High,2,20,35
25/08/2022,2022,13:12,Sunday,VI-B (Sabang Mabini),14.046663,121.364812,Rainy,Other,Alcohol,Medium,2,8,84
13/02/2025,2025,12:14,Sunday,II-D (Bulante),14.0702,121.277291,Sunny,Robbery,Mental Health,High,1,28,91
25/07/2021,2021,19:55,Monday,San Nicolas (Mag-ampon),14.031088,121.319087,Foggy,Drug-Related,Unemployment,Medium,3,6,98
27/06/2020,2020,1:17,Friday,Santa Veronica (Bae),14.018588,121.284858,Stormy,Domestic Violence,Opportunistic,Low,2,22,30
22/05/2023,2023,9:13,Wednesday,V-C,14.049911,121.356708,Rainy,Burglary,Unemployment,Medium,2,28,118
24/06/2020,2020,17:46,Wednesday,II-C (Unson),14.101915,121.360444,Cloudy,Domestic Violence,Gang Activity,Low,0,29,69
20/05/2021,2021,7:51,Sunday,V-B,14.059295,121.287035,Sunny,Burglary,Other,High,2,18,15
10/11/2025,2025,20:13,Tuesday,Atisan,14.082091,121.295078,Sunny,Assault,Mental Health,Medium,1,29,106
04/03/2023,2023,4:16,Tuesday,VI-A (Mavenida),14.093313,121.308027,Foggy,Robbery,Mental Health,Medium,3,23,65
14/01/2025,2025,21:11,Thursday,San Rafael (Buluburan),14.0997,121.359404,Sunny,Burglary,Personal Dispute,Medium,3,12,79
02/12/2025,2025,15:31,Sunday,III-F (Balagtas),14.074569,121.365095,Cloudy,Fraud,Personal Dispute,High,1,15,99
05/08/2023,2023,10:01,Thursday,Del Remedio (Wawa),14.097399,121.290204,Stormy,Burglary,Drugs,Low,1,6,56
29/10/2025,2025,1:06,Wednesday,San Gregorio,14.067917,121.316991,Sunny,Domestic Violence,Other,High,2,12,35
12/07/2024,2024,12:08,Monday,I-B (City Sub Riverside),14.101911,121.280906,Foggy,Fraud,Drugs,High,0,17,77
18/08/2024,2024,11:16,Sunday,Santa Maria,14.067351,121.272977,Cloudy,Burglary,Unemployment,Medium,1,8,91
15/09/2022,2022,0:10,Tuesday,Santa Monica,14.102388,121.354973,Foggy,Drug-Related,Poverty,Medium,3,27,73
25/02/2021,2021,8:56,Monday,V-C,14.084048,121.353381,Sunny,Harassment,Unemployment,Medium,3,6,96
26/01/2024,2024,6:05,Wednesday,III-E,14.062251,121.335995,Sunny,Robbery,Other,Low,1,11,84
07/05/2020,2020,19:36,Thursday,San Nicolas (Mag-ampon),14.080878,121.273532,Sunny,Fraud,Unemployment,Medium,3,23,107
16/05/2025,2025,9:57,Thursday,Bautista,14.045409,121.350795,Stormy,Harassment,Unemployment,High,1,13,112
14/08/2024,2024,6:22,Saturday,San Ignacio,14.050574,121.292932,Sunny,Burglary,Opportunistic,Low,3,28,42
07/04/2020,2020,18:52,Saturday,II-C (Unson),14.03557,121.336338,Sunny,Domestic Violence,Alcohol,Medium,2,13,50
12/01/2020,2020,1:29,Tuesday,Santa Filomena (Banlagin),14.073973,121.278868,Stormy,Drug-Related,Gang Activity,High,2,27,75
24/05/2021,2021,6:06,Sunday,II-F (Villa Rey),14.010249,121.358548,Rainy,Theft,Unemployment,High,0,16,14
17/09/2020,2020,2:37,Monday,San Lucas 2 (Malinaw),14.040097,121.365715,Foggy,Domestic Violence,Personal Dispute,High,1,24,43
17/08/2020,2020,17:14,Friday,III-E,14.03863,121.278685,Cloudy,Fraud,Other,High,3,11,19
28/10/2023,2023,16:44,Thursday,VII-E,14.052468,121.355054,Sunny,Other,Personal Dispute,Medium,3,13,91
22/02/2024,2024,15:54,Monday,San Nicolas (Mag-ampon),14.021001,121.330898,Rainy,Robbery,Domestic Issue,High,2,20,42
16/09/2021,2021,23:07,Saturday,Dolores,14.041656,121.315318,Foggy,Drug-Related,Other,Low,0,20,48
13/07/2021,2021,4:57,Thursday,San Miguel (Balatuin),14.032841,121.3484,Cloudy,Robbery,Drugs,Low,0,16,120
15/06/2021,2021,22:13,Tuesday,Santa Monica,14.095028,121.364326,Stormy,Fraud,Other,Medium,0,11,24
20/03/2021,2021,7:26,Tuesday,VI-A (Mavenida),14.044641,121.309791,Rainy,Harassment,Opportunistic,High,1,26,14
06/12/2022,2022,12:21,Tuesday,Santiago II (Bulaho),14.096334,121.359712,Rainy,Vandalism,Poverty,Low,3,27,59
09/04/2023,2023,17:12,Thursday,V-C,14.056287,121.365463,Stormy,Vandalism,Opportunistic,High,3,29,57
21/09/2020,2020,13:57,Sunday,I-B (City Sub Riverside),14.109842,121.309798,Rainy,Drug-Related,Poverty,Medium,0,12,94
22/10/2025,2025,12:45,Sunday,Santa Filomena (Banlagin),14.05225,121.3517,Rainy,Other,Personal Dispute,High,1,17,119
18/04/2023,2023,20:29,Wednesday,VI-A (Mavenida),14.083283,121.330672,Rainy,Other,Drugs,High,0,8,56
28/05/2021,2021,16:14,Tuesday,San Gabriel (Butucan),14.06379,121.348913,Sunny,Fraud,Poverty,Medium,0,30,83
16/06/2021,2021,6:33,Monday,San Buenaventura (Palakpakin),14.047444,121.36691,Foggy,Burglary,Alcohol,Medium,2,28,63
14/06/2025,2025,6:36,Friday,San Antonio 1 (Balanga),14.061636,121.276055,Cloudy,Harassment,Drugs,Low,1,30,80
14/02/2020,2020,22:28,Thursday,San Isidro (Balagbag),14.103561,121.319042,Cloudy,Assault,Other,Low,0,6,70
03/06/2025,2025,3:06,Saturday,Soledad (Macopa),14.099555,121.361647,Sunny,Assault,Gang Activity,Medium,3,29,103
30/11/2023,2023,21:52,Friday,San Juan (Putol),14.063461,121.349585,Stormy,Other,Alcohol,Low,3,17,102
17/09/2022,2022,6:23,Monday,I-B (City Sub Riverside),14.055043,121.272855,Rainy,Vandalism,Alcohol,Low,1,7,73
19/01/2023,2023,21:54,Sunday,I-B (City Sub Riverside),14.027681,121.284168,Rainy,Assault,Opportunistic,Low,0,21,46
05/03/2024,2024,17:28,Thursday,V-D,14.059398,121.30058,Sunny,Drug-Related,Alcohol,Low,3,18,77
24/10/2024,2024,7:12,Saturday,Santo Niño (Arsum),14.019554,121.335197,Cloudy,Burglary,Alcohol,Medium,1,28,46
16/07/2023,2023,5:03,Wednesday,San Lucas 1 (Malinaw),14.032772,121.307131,Stormy,Domestic Violence,Poverty,High,3,23,27
10/09/2024,2024,11:18,Friday,San Gregorio,14.07144,121.322257,Stormy,Vandalism,Domestic Issue,Low,0,28,26
24/06/2021,2021,1:33,Tuesday,Santa Ana,14.090863,121.354523,Sunny,Fraud,Mental Health,Low,0,17,50
30/06/2020,2020,0:43,Friday,II-F (Villa Rey),14.033086,121.369084,Foggy,Robbery,Unemployment,Low,1,15,11
08/11/2020,2020,2:23,Monday,VI-E (YMCA),14.033943,121.283638,Sunny,Robbery,Unemployment,High,0,6,14
11/09/2022,2022,12:19,Saturday,V-D,14.103705,121.323574,Sunny,Harassment,Mental Health,Low,0,10,108
21/05/2022,2022,22:51,Thursday,Soledad (Macopa),14.041044,121.318316,Sunny,Fraud,Mental Health,High,3,23,84
25/05/2021,2021,22:20,Sunday,V-C,14.099038,121.290874,Foggy,Domestic Violence,Other,Medium,0,13,114
20/03/2021,2021,1:53,Tuesday,II-B (Guadalupe 1),14.070478,121.366257,Rainy,Other,Personal Dispute,Low,1,6,108
28/03/2024,2024,4:54,Thursday,VI-C (Bagong Pook),14.09007,121.297935,Foggy,Vandalism,Unemployment,High,2,23,51
26/09/2020,2020,1:24,Tuesday,Santa Elena,14.059403,121.294175,Stormy,Domestic Violence,Drugs,Low,3,20,22
09/10/2025,2025,19:18,Monday,San Diego (Tiim),14.069596,121.317119,Foggy,Drug-Related,Opportunistic,Low,0,24,55
17/10/2025,2025,7:31,Tuesday,Santa Maria,14.011061,121.309343,Stormy,Vandalism,Poverty,High,2,7,81
17/04/2023,2023,1:50,Tuesday,III-D (Villongco),14.094737,121.341188,Rainy,Harassment,Gang Activity,Low,1,22,63
28/02/2023,2023,5:45,Monday,I-B (City Sub Riverside),14.014924,121.325901,Sunny,Vandalism,Alcohol,High,0,26,44
29/10/2024,2024,8:54,Friday,Santa Maria,14.08113,121.275358,Rainy,Drug-Related,Domestic Issue,Low,1,24,115
05/10/2020,2020,21:23,Monday,IV-B,14.100336,121.279745,Stormy,Burglary,Mental Health,High,0,29,98
15/06/2025,2025,18:09,Sunday,II-C (Unson),14.08943,121.306002,Sunny,Assault,Domestic Issue,Medium,1,27,65
08/12/2020,2020,2:36,Thursday,Santa Elena,14.100007,121.29636,Cloudy,Harassment,Alcohol,High,0,23,43
05/03/2023,2023,13:30,Friday,San Nicolas (Mag-ampon),14.098984,121.279789,Foggy,Other,Other,Medium,2,27,109
08/11/2024,2024,5:50,Wednesday,Dolores,14.041782,121.298922,Cloudy,Theft,Domestic Issue,High,0,9,17
27/09/2025,2025,18:53,Wednesday,V-D,14.055133,121.330265,Sunny,Robbery,Mental Health,Low,2,8,50
05/03/2022,2022,17:37,Tuesday,VI-A (Mavenida),14.026216,121.30964,Rainy,Burglary,Alcohol,Medium,3,26,47
18/01/2024,2024,18:36,Saturday,III-C (Labak/De Roma),14.08615,121.362863,Stormy,Other,Personal Dispute,Low,3,7,42
28/01/2024,2024,15:52,Tuesday,II-F (Villa Rey),14.054932,121.2715,Sunny,Vandalism,Domestic Issue,High,1,6,38
20/08/2022,2022,10:27,Wednesday,San Miguel (Balatuin),14.051985,121.30275,Sunny,Drug-Related,Domestic Issue,Low,0,21,62
30/03/2025,2025,12:33,Thursday,Santo Cristo,14.040262,121.341959,Stormy,Burglary,Alcohol,Medium,3,25,44
14/05/2021,2021,14:44,Sunday,San Miguel (Balatuin),14.102413,121.362691,Stormy,Burglary,Drugs,Medium,3,18,81
04/02/2022,2022,22:12,Saturday,V-A,14.025209,121.325496,Foggy,Vandalism,Poverty,Low,0,30,97
22/06/2025,2025,9:10,Tuesday,VI-B (Sabang Mabini),14.098132,121.325693,Cloudy,Robbery,Mental Health,Low,3,19,45
26/02/2022,2022,2:42,Saturday,III-C (Labak/De Roma),14.10386,121.337657,Foggy,Vandalism,Domestic Issue,High,1,20,95
05/01/2022,2022,21:04,Monday,VII-B,14.014598,121.333092,Foggy,Harassment,Unemployment,Medium,2,17,108
31/05/2025,2025,15:01,Tuesday,San Buenaventura (Palakpakin),14.088123,121.277702,Cloudy,Drug-Related,Unemployment,High,3,25,106
20/10/2023,2023,12:04,Thursday,III-C (Labak/De Roma),14.067471,121.329612,Rainy,Harassment,Drugs,Medium,1,29,70
08/09/2025,2025,2:34,Friday,II-A (Triangulo/ Guadalupe 2),14.096579,121.319204,Sunny,Other,Alcohol,Medium,2,12,52
22/11/2025,2025,0:04,Wednesday,IV-C,14.042222,121.346648,Stormy,Robbery,Mental Health,Medium,0,7,59
22/01/2023,2023,20:42,Saturday,Santisimo Rosario (Balagbag),14.052872,121.310616,Foggy,Assault,Poverty,Low,0,30,77
08/09/2023,2023,14:17,Tuesday,II-C (Unson),14.098609,121.322785,Stormy,Burglary,Opportunistic,Medium,1,23,55
16/07/2025,2025,12:10,Wednesday,VII-A (P.Alcantara),14.09726,121.279567,Foggy,Vandalism,Personal Dispute,Low,1,15,102
12/05/2025,2025,11:41,Monday,San Roque (Sambat),14.090419,121.300174,Sunny,Assault,Unemployment,Medium,1,24,101
06/12/2021,2021,6:48,Wednesday,San Francisco (Calihan),14.104378,121.319821,Cloudy,Theft,Unemployment,Low,3,30,32
17/07/2020,2020,5:13,Thursday,VI-E (YMCA),14.040941,121.289271,Rainy,Domestic Violence,Gang Activity,Low,3,6,82
09/08/2022,2022,8:54,Monday,I-A (Sambat),14.063609,121.327904,Rainy,Burglary,Personal Dispute,High,1,10,104
06/03/2023,2023,5:52,Friday,Santo Angel (Ilog),14.045258,121.329975,Sunny,Domestic Violence,Gang Activity,Medium,0,29,71
19/07/2020,2020,6:52,Tuesday,Santo Angel (Ilog),14.052647,121.350677,Rainy,Drug-Related,Other,Medium,1,9,65
09/01/2024,2024,14:27,Friday,II-D (Bulante),14.085519,121.293048,Sunny,Assault,Domestic Issue,Medium,0,22,97
15/05/2022,2022,0:52,Thursday,IV-A,14.046514,121.278188,Stormy,Domestic Violence,Opportunistic,Medium,1,29,61
25/11/2020,2020,9:24,Wednesday,Santa Ana,14.026023,121.335167,Cloudy,Assault,Drugs,Medium,0,26,56
19/12/2021,2021,15:55,Monday,II-A (Triangulo/ Guadalupe 2),14.01698,121.320828,Sunny,Burglary,Poverty,Low,0,22,109
25/06/2023,2023,1:29,Sunday,II-E (San Anton),14.044723,121.349879,Rainy,Other,Mental Health,Medium,0,28,54
31/01/2025,2025,16:58,Wednesday,San Roque (Sambat),14.109609,121.303618,Sunny,Fraud,Drugs,Low,1,19,116
10/02/2021,2021,0:30,Wednesday,San Isidro (Balagbag),14.018806,121.323432,Sunny,Burglary,Gang Activity,Low,3,8,117
20/02/2023,2023,5:43,Monday,II-A (Triangulo/ Guadalupe 2),14.103371,121.292179,Stormy,Burglary,Personal Dispute,Low,1,28,38
26/04/2024,2024,1:39,Monday,II-A (Triangulo/ Guadalupe 2),14.106054,121.317914,Stormy,Drug-Related,Drugs,Low,0,26,63
05/05/2025,2025,10:00,Friday,III-D (Villongco),14.094433,121.324777,Rainy,Domestic Violence,Alcohol,Low,0,24,61
23/08/2021,2021,7:12,Sunday,San Buenaventura (Palakpakin),14.052267,121.281056,Foggy,Assault,Drugs,High,1,17,110
29/03/2024,2024,2:28,Tuesday,San Bartolome (Matang-ag),14.017662,121.277652,Stormy,Drug-Related,Personal Dispute,Low,3,29,95
13/01/2023,2023,22:08,Thursday,Santa Monica,14.095203,121.303295,Cloudy,Drug-Related,Domestic Issue,Low,2,13,47
28/03/2020,2020,21:53,Wednesday,III-D (Villongco),14.063876,121.288629,Rainy,Harassment,Personal Dispute,Medium,1,6,27
19/08/2025,2025,13:05,Tuesday,Santa Veronica (Bae),14.039321,121.312742,Sunny,Harassment,Other,Low,3,19,84
19/11/2021,2021,9:43,Friday,Del Remedio (Wawa),14.053006,121.288399,Stormy,Harassment,Unemployment,Medium,1,29,74
16/01/2023,2023,3:38,Wednesday,San Antonio 2 (Sapa),14.108102,121.299956,Cloudy,Harassment,Gang Activity,Low,1,24,32
15/02/2020,2020,21:02,Saturday,VII-A (P.Alcantara),14.030776,121.299816,Stormy,Theft,Other,High,0,16,13
28/12/2024,2024,16:55,Wednesday,VI-C (Bagong Pook),14.070579,121.368455,Cloudy,Domestic Violence,Unemployment,High,2,17,69
09/09/2020,2020,23:39,Wednesday,Bautista,14.079797,121.342604,Cloudy,Assault,Drugs,Low,0,8,114
16/04/2024,2024,17:00,Thursday,Santo Niño (Arsum),14.073512,121.277213,Cloudy,Theft,Poverty,Medium,1,24,15
05/06/2022,2022,3:09,Friday,Santo Niño (Arsum),14.069044,121.279071,Sunny,Drug-Related,Alcohol,High,2,25,58
09/03/2021,2021,9:22,Tuesday,VI-C (Bagong Pook),14.043647,121.305379,Foggy,Assault,Other,High,1,29,76
15/04/2022,2022,7:21,Saturday,V-C,14.037424,121.306661,Foggy,Burglary,Domestic Issue,Medium,2,15,86
16/03/2025,2025,16:06,Sunday,San Joaquin,14.077814,121.2827,Rainy,Robbery,Opportunistic,Low,2,26,116
07/08/2022,2022,22:47,Saturday,Santa Maria,14.092953,121.357413,Sunny,Harassment,Other,Medium,3,11,71
09/05/2025,2025,12:22,Tuesday,Santo Cristo,14.051561,121.356553,Sunny,Assault,Gang Activity,Medium,1,24,24
13/09/2020,2020,11:19,Monday,IV-A,14.10557,121.294229,Stormy,Robbery,Other,Medium,3,22,91
11/09/2021,2021,13:52,Monday,II-F (Villa Rey),14.069683,121.298726,Sunny,Assault,Opportunistic,High,0,22,22
17/09/2021,2021,21:41,Tuesday,VI-C (Bagong Pook),14.1066,121.294507,Cloudy,Assault,Unemployment,Low,1,28,43
23/01/2020,2020,19:18,Monday,Santa Monica,14.038381,121.32732,Cloudy,Other,Opportunistic,Medium,3,27,118
15/11/2024,2024,20:35,Saturday,VI-C (Bagong Pook),14.067063,121.333611,Foggy,Harassment,Other,Medium,2,21,113
19/02/2022,2022,1:07,Thursday,Dolores,14.095436,121.293531,Rainy,Drug-Related,Opportunistic,Low,3,18,56
31/12/2022,2022,15:03,Saturday,II-A (Triangulo/ Guadalupe 2),14.052503,121.345648,Sunny,Theft,Other,High,0,28,96
25/11/2022,2022,14:19,Saturday,V-A,14.015639,121.331277,Rainy,Fraud,Drugs,Low,3,10,109
10/05/2025,2025,13:18,Friday,Santa Isabel,14.022208,121.369405,Cloudy,Other,Opportunistic,Medium,0,11,28
14/06/2022,2022,17:13,Sunday,San Pedro,14.012391,121.34543,Sunny,Theft,Personal Dispute,Medium,1,6,34
21/05/2022,2022,18:23,Wednesday,San Antonio 2 (Sapa),14.072941,121.347564,Cloudy,Burglary,Poverty,Medium,1,23,44
22/11/2025,2025,7:52,Wednesday,San Bartolome (Matang-ag),14.072769,121.34753,Sunny,Robbery,Gang Activity,Low,3,24,70
13/07/2024,2024,1:38,Sunday,San Joaquin,14.021213,121.300696,Stormy,Drug-Related,Opportunistic,High,1,11,56
23/09/2024,2024,2:44,Monday,Santiago II (Bulaho),14.017302,121.334609,Stormy,Drug-Related,Opportunistic,Low,2,26,62
29/06/2021,2021,10:57,Friday,Santa Cruz (Putol),14.104607,121.333023,Stormy,Domestic Violence,Unemployment,High,3,25,42
07/08/2025,2025,16:20,Tuesday,VI-D (Lakeside),14.052144,121.282119,Foggy,Other,Domestic Issue,High,0,19,64
05/04/2020,2020,8:51,Saturday,IV-B,14.018015,121.294185,Rainy,Vandalism,Mental Health,Low,1,10,38
21/02/2024,2024,11:09,Tuesday,I-A (Sambat),14.046637,121.28796,Foggy,Robbery,Poverty,High,0,28,18
02/12/2023,2023,23:26,Thursday,Santa Cruz (Putol),14.109802,121.313423,Rainy,Robbery,Opportunistic,Medium,2,20,56
20/08/2023,2023,21:16,Saturday,San Gabriel (Butucan),14.087472,121.360373,Stormy,Drug-Related,Opportunistic,Low,1,23,100
18/01/2020,2020,20:12,Thursday,VI-E (YMCA),14.012053,121.270859,Stormy,Fraud,Personal Dispute,Low,1,27,53
18/04/2021,2021,19:11,Sunday,VII-D,14.040629,121.331534,Cloudy,Burglary,Alcohol,Low,2,29,62
15/05/2024,2024,7:03,Sunday,III-D (Villongco),14.074767,121.334232,Rainy,Fraud,Other,Low,3,8,70
09/10/2025,2025,12:31,Saturday,V-B,14.03968,121.323667,Cloudy,Fraud,Opportunistic,Low,1,30,112
23/03/2021,2021,4:38,Friday,San Vicente,14.03119,121.314037,Sunny,Vandalism,Opportunistic,Medium,2,13,71
13/02/2025,2025,2:40,Wednesday,San Antonio 2 (Sapa),14.041763,121.320279,Rainy,Robbery,Unemployment,Medium,0,8,45
22/04/2020,2020,0:43,Tuesday,IV-C,14.052402,121.290005,Cloudy,Robbery,Personal Dispute,Medium,3,5,107
